context	original_variable	original_label	original_expl	reverse_variable	reverse_label	reverse_expl	tags
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A female person is crouching on a handrail.	neutral	A guy is a female person.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	An adult is crouching on a handrail.	contradiction	A guy is a adult.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A husband is crouching on a handrail.	contradiction	A guy is a husband.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	Her is crouching on a handrail.	contradiction	A guy is a her.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A boy is crouching on a handrail.	contradiction	A guy is a boy.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A wifes husband is crouching on a handrail.	neutral	A guy is a wifes husband.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A woman is crouching on a handrail.	neutral	A guy is a women.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A female is crouching on a handrail.	neutral	A guy is a female.	unrel_noun
Premise: A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.	A man is crouching on a handrail.	entailment	A guy is a man.	A lady is crouching on a handrail.	contradiction	A guy is a lady.	unrel_noun
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	A girl in a red coat makes a snow angel for the first time.	neutral	Just because a girl is making a snow angel doesn't mean it is	The snow angel is a Christmas present.	neutral	Just because a girl is making a snow angel does mean it is	negation
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	A girl in a red coat makes a snow angel for the first time.	neutral	Just because a girl is making a snow angel doesn't mean it is	A girl is making a hot angel.	entailment	Just because a girl is making a hot angel does n't mean it is	antonym
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	Girl in a black coat stays indoors away from the snow.	contradiction	The coat is either red or black.	The coat is black.	entailment	The coat is not either red or black.	negation
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	Girl in a black coat stays indoors away from the snow.	contradiction	The coat is either red or black.	The coat is black.	neutral	The coat isn't either red or black.	negation
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	Girl in a black coat stays indoors away from the snow.	contradiction	The coat is either red or black.	The coat is not total.	neutral	The coat is either red or not total.	antonym
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	Girl in a black coat stays indoors away from the snow.	contradiction	The coat is either red or black.	The coat is not black.	neutral	The coat is either red or not black.	antonym
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	Girl in a black coat stays indoors away from the snow.	contradiction	The coat is either red or black.	The girl is wearing a white coat.	entailment	The coat is either red or white.	antonym
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	Girl in a black coat stays indoors away from the snow.	contradiction	The coat is either red or black.	The coat is not calamitous.	neutral	The coat is either red or not calamitous.	antonym
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	A girl outside plays in the snow.	entailment	A girl making a snow angel is outside.	A girl is outside.	entailment	A girl making a snow angel is not outside.	negation
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	A girl outside plays in the snow.	entailment	A girl making a snow angel is outside.	A girl is outside.	contradiction	A girl making a snow angel isn't outside.	negation
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	A girl outside plays in the snow.	entailment	A girl making a snow angel is outside.	A girl is outside.	entailment	A girl making a hot angel is outside.	antonym
Premise: Girl in a red coat, blue head wrap and jeans is making a snow angel.	A girl outside plays in the snow.	entailment	A girl making a snow angel is outside.	A girl is outside.	contradiction	A girl making not a snow angel is outside.	antonym
Premise: A group of people gathered at night watching an event.	The group of friends are asleep.	contradiction	People cannot be watching an event while asleep.	The people are asleep.	neutral	People can be watching an event while asleep.	negation
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Humans are watching an event.	entailment	People are not humans.	negation
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Humans are watching an event.	entailment	People aren't humans.	negation
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two arms are gathered.	entailment	People are two arms.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Minds are watching an event.	entailment	People are minds.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	thumbs are gathered	neutral	People are thumbs.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two eyes are gathered.	neutral	People are two eyes.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Five senses are gathered.	contradiction	People are five senses.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Hormones are watching an event.	entailment	People are hormones.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two hands are gathered.	neutral	People are normally two hands.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A belly button is pressed.	entailment	People are belly button.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two olecranon are watching an event.	contradiction	People are two olecranon.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Bones inside bodies.	entailment	People are bones inside bodies.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A biological body is watching an event.	contradiction	People are biological body.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of emotional needs are watching an event.	entailment	People are emotional needs.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two feet are on the ground.	neutral	People are two feet.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	There are bodies in the room.	neutral	People are bodies.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A brain is awed.	contradiction	People are one brain.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of body aches.	neutral	People are body aches.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Brains are gathered at night.	contradiction	People are brains.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The legs are to walk.	contradiction	People are legs to walk.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of people are one head.	neutral	People are one head.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people continue to evolve.	contradiction	People are continued to evolve.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Hands are gathered.	entailment	People are hands.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people have strong reproductive instincts.	contradiction	People are strong reproductive instincts.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of people with one stomach.	entailment	People are one stomach.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Split atoms are watching an event.	contradiction	People are split atoms.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two hands are gathered.	contradiction	People are two hands.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two legs are gathered.	entailment	People are two legs.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Eyes are gathered.	contradiction	People are eyes.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people are exercising.	neutral	People are exercise.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	There are cavities in the air.	entailment	People are cavities.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of people with slanted eyes.	entailment	People are slanted eyes.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Low self esteem people watching an event.	neutral	People are low self esteem.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	There is one mouth.	contradiction	People are one mouth.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Skinny people watching an event.	contradiction	People are skin.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of curly haired people are watching an event.	contradiction	People are curly hair.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two lungs are stuffed.	entailment	People are two lungs.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Fingers are pointing at the event.	neutral	People are fingers.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The group has an attention span.	neutral	People are attention span.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people are landed on the moon.	neutral	People are landed on moon.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two ears are glued to a wall.	neutral	People are two ears.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The thumbs are opposable.	entailment	People are opposable thumbs.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two sexes are watching an event.	neutral	People are two sexes.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	There are emotions in the room.	contradiction	People are emotions.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Ten toes are glued to the floor.	contradiction	People are ten toes.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A comprehension span is watching an event.	entailment	People are comprehension span.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Teeth are gathered.	contradiction	People are teeth.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	There is one heart.	neutral	People are one heart.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people are using the bathroom.	entailment	People are use bathroom.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of blonde haired people are watching an event.	entailment	People are blonde hair.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The group of genes are watching.	neutral	People are genes.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of people have capacity to speak.	entailment	People are capacity to speak.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Light skin people watching an event.	contradiction	People are light skin.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	bones are gathered at night	neutral	People are bones.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people are using invented checkbooks.	contradiction	People are invented checkbooks.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The people are competitive nature.	entailment	People are competitive nature.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	The biological bodies are gathered.	contradiction	People are biological bodies.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	There are myths in this picture.	entailment	People are myths.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Two kidneys are swollen.	entailment	People are two kidneys.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	One liver is a spectator.	neutral	People are one liver.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	A group of people with physical strength are watching an event.	neutral	People are physical strength.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Hair is gathered.	entailment	People are hair.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of humans are looking at the same direction.	neutral	People are humans.	Ten fingers are gathered.	neutral	People are ten fingers.	unrel_noun
Premise: A group of people gathered at night watching an event.	A group of friends are watching the music concert at night.	neutral	Not all events are a music concert.	A group of people are watching a music concert.	entailment	 all events are a music concert.	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The football player is under duress.	entailment	The football player is under pressure from the payer which means he is	The football player is not under pressure from the payer.	contradiction	The football player is not under pressure from the payer which means he is	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The football player is under duress.	entailment	The football player is under pressure from the payer which means he is	The football player isn't under pressure from the payer.	neutral	The football player isn't under pressure from the payer which means he is	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The American football player in yellow catches the ball while under pressure from the player in white.	entailment	The payer is a player.	The player is under pressure.	neutral	The payer is not a player.	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The American football player in yellow catches the ball while under pressure from the player in white.	entailment	The payer is a player.	The player is under pressure.	contradiction	The payer isn't a player.	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing basketball.	contradiction	Football and basketball are not different sports.	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing basketball.	entailment	Football and basketball aren't different sports.	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing basketball.	contradiction	Football and basketball are same sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing various sports.	contradiction	Football and basketball are not various sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing a game.	contradiction	Football and basketball are normal sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The basketball player is playing a game.	entailment	Football and basketball are homogeneous sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing basketball.	entailment	Football and basketball are not different sports.	negation
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The player is playing several sports.	contradiction	Football and basketball are not several sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing a game.	contradiction	Football and basketball are not unusual sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The American basketball player is playing basketball.	entailment	Football and basketball are not other sports.	antonym
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The basketball player is a loser.	contradiction	Football and basketball are different losers.	unrel_noun
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The basketball player is under pressure from the payer.	contradiction	Football and basketball are different rules.	unrel_noun
Premise: The American footballer in yellow catches the ball whilst under pressure from the payer in white.	The basketball player shoots a three pointer.	contradiction	Football and basketball are different sports.	The basketball player is a winner.	entailment	Football and basketball are different winners.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A person with not blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	neutral	A person with not blue hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A person with red hair is playing baseball.	entailment	A person with red hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A happy haired person with a baseball cap and a hood on stands outdoors in a crowd.	contradiction	A person with happy hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A person with green hair is playing baseball.	entailment	A person with green hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A person with not blasphemous hair is standing outside.	neutral	A person with not blasphemous hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	Aristocratical hair and a hood on	entailment	A person with not aristocratical hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A person with not amobarbital hair is standing outside.	contradiction	A person with not amobarbital hair , a baseball cap , and a hood on	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is enjoying a sporting event.	neutral	A person with blue hair, a baseball cap, and a hood on	A person with blue hair, a trunk on stands outdoors in a crowd.	neutral	A person with blue hair , a baseball cap , and a trunk on	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is dancing and singing.	contradiction	A person who stands outdoors cannot be dancing and singing.	A person is dancing and singing.	entailment	A person who stands outdoors can be dancing and singing.	negation
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person is standing outside.	contradiction	A person with blue hair is not a person.	negation
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person is standing outside.	entailment	A person with blue hair isn't a person.	negation
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with green hair stands outdoors.	entailment	A person with green hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Aristocratical hair on stands outside.	entailment	A person with not aristocratical hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with red hair stands outdoors.	entailment	A person with red hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with happy hair stands outdoors.	contradiction	A person with happy hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with not amobarbital hair stands outdoors.	neutral	A person with not amobarbital hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with not blue hair.	entailment	A person with not blue hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with not blasphemous hair stands outdoors in a crowd.	entailment	A person with not blasphemous hair is a person.	antonym
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A hair on head stands in a crowd.	contradiction	A person with blue hair is a hair on head.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A animal is standing.	neutral	A person with blue hair is a animal.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A man stands in a crowd.	neutral	A person with blue hair is a man.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A head is standing.	entailment	A person with blue hair is a head.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Two arms are on the ground.	neutral	A person with blue hair is a two arms.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Nobody is outside.	contradiction	A person with blue hair is a nobody.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Two lips are on the ground.	contradiction	A person with blue hair is a two lips.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A do dishes.	contradiction	A person with blue hair is a do dishes.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with a nose is standing.	entailment	A person with blue hair is a nose.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with fingerprints is standing.	contradiction	A person with blue hair is a fingerprints.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A two feat.	entailment	A person with blue hair is a two feat.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Two hands are on the ground.	entailment	A person with blue hair is a two hands.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A unique charactaristics.	entailment	A person with blue hair is a unique charactaristics.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A together man stands outside.	entailment	A person with blue hair is a together.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Two eyes are on a person with blue hair.	neutral	A person with blue hair is a two eyes.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Four grandparents are outside.	neutral	A person with blue hair is a four grandparents.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person with fingernails is standing.	entailment	A person with blue hair is a fingernails.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A belly button is on a stand.	contradiction	A person with blue hair is a belly button.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A place is standing.	contradiction	A person with blue hair is a place.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A put together man stands outside.	contradiction	A person with blue hair is a put together.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Two ears are on a baseball.	neutral	A person with blue hair is a two ears.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A one head man stands in a crowd.	neutral	A person with blue hair is a one head.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A put on stands outside.	neutral	A person with blue hair is a put.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A mother and father are outside.	contradiction	A person with blue hair is a mother and father.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A mouth is on the ground.	entailment	A person with blue hair is a mouth.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A person is in emotional states.	entailment	A person with blue hair is a emotional states.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	Two opposable thumbs are on the ground.	contradiction	A person with blue hair is a two opposable thumbs.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A name is standing.	neutral	A person with blue hair is a name.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A one heart man stands in a crowd.	neutral	A person with blue hair is a one heart.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A group of people are outside.	neutral	A person with blue hair is a group.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	There are many people outside.	entailment	A person with blue hair is a many people.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	A thing is standing.	neutral	A person with blue hair is a thing.	unrel_noun
Premise: A person with blue hair, a baseball cap, and a hood on stands outdoors in a crowd.	A person is standing outdoors.	entailment	A person with blue hair is a person.	The immune system is a problem.	contradiction	A person with blue hair is a immune system.	unrel_noun
